n_matches,mean_iou,median_iou,p25_iou,p75_iou,iou_ge_0.3_rate,iou_ge_0.5_rate,mean_dice,median_dice
19,0.826753467784787,0.8502285667511886,0.7756248346332838,0.8715804527497952,1.0,1.0,0.9037091711697705,0.9190524695487787
